abbrev:keyword,name:text,scalerank:integer,type:keyword,location:cartesian_point
HER,Heraklion Int'l,5,major,POINT(2802363.0755655468 4209759.612251141)
TBS,Tbilisi Int'l,5,major,POINT(5005438.002564791 5111591.3559101885)
XXC,Cascais,5,mid,POINT(-1041347.3496455223 4682147.39413741)
KHH,Kaohsiung Int'l,4,major,POINT(13396761.523445146 2580305.254992591)
SKO,Sadiq Abubakar III,4,mid,POINT(578886.5281774073 1450306.3955330413)
UIO,Mariscal Sucre Int'l,4,mid,POINT(-8737466.003542578 -16202.837421707412)
KHI,Karachi Civil,4,mid,POINT(7475340.734641231 2863285.7669967795)
KIV,Kishinev S.E.,4,mid,POINT(3221146.21311236 5931334.246820844)
LIM,Jorge Chávez,4,major,POINT(-8583574.949268589 -1348407.577723065)
YQT,Thunder Bay Int'l,4,mid,POINT(-9942182.182879409 6168947.109715085)
VNO,Vilnius,4,major,POINT(2814236.4820729117 7292896.273539033)
XIY,Hsien Yang,4,major,POINT(12106641.539417576 4088434.13068678)
NTR,Del Norte Int'l,4,mid,POINT(-11158486.998785185 2981736.0350810615)
TBU,Fua'amotu Int'l,4,mid,POINT(-19496009.707956623 -2421547.4825201)
IFN,Esfahan Int'l,4,mid,POINT(5774853.506151178 3861648.6978803067)
HRE,Harare Int'l,4,mid,POINT(3462192.0109579186 -2028514.3953444536)
KWI,Kuwait Int'l,4,major,POINT(5340161.011103197 3406187.448098151)
YOW,Macdonald-Cartier Int'l,4,major,POINT(-8422977.402770454 5672061.751251567)
KBL,Kabul Int'l,4,mid,POINT(7704430.153932341 4104705.8192228535)
ABJ,Abidjan Port Bouet,4,mid,POINT(-437732.64923689933 585738.5549131387)
ACA,General Juan N Alvarez Int'l,4,major,POINT(-11104621.097451538 1893134.144431517)
ACC,Kotoka Int'l,4,major,POINT(-19080.478612675117 625164.9555515812)
ADD,Bole Int'l,4,mid,POINT(4318438.20565262 1003961.98704289)
ADE,Aden Int'l,4,mid,POINT(5012783.684754567 1440065.6190378706)
ADL,Adelaide Int'l,4,mid,POINT(15421322.992793165 -4155809.950948155)
ALA,Almaty Int'l,4,major,POINT(8572941.731988944 5364861.409593734)
ALG,Houari Boumediene,4,major,POINT(357566.3903251246 4397333.961514649)
ALP,Aleppo Int'l,4,major,POINT(4144128.6888790904 4326055.140346658)
AMD,Sardar Vallabhbhai Patel Int'l,4,mid,POINT(8084121.61879358 2640576.3496694164)
ANF,Cerro Moreno Int'l,4,mid,POINT(-7841455.23250036 -2686403.1434665117)
ASB,Ashkhabad Northwest,4,mid,POINT(6497046.966982166 4577286.332697623)
ASM,Yohannes Iv Int'l,4,mid,POINT(4331035.517420361 1723061.729802367)
ASU,Silvio Pettirossi Int'l,4,mid,POINT(-6402418.9325783895 -2905456.3343431936)
BDA,Bermuda Int'l,4,mid,POINT(-7202679.862234498 3810550.6844580285)
BEG,Surcin,4,major,POINT(2258815.4686191813 5593083.638402032)
BEY,Beirut Int'l,4,major,POINT(3951072.18915956 4005386.9057885306)
BHO,Bairagarh,4,mid,POINT(8609546.429699581 2666590.0416751173)
BKO,Bamako Sénou,4,mid,POINT(-884686.3022593991 1407150.750920686)
BNA,Nashville Int'l,4,major,POINT(-9647980.866827387 4318728.98384897)
BNE,Brisbane Int'l,4,major,POINT(17045268.97468119 -3171705.026698056)
BOI,Boise Air Terminal,4,major,POINT(-12937756.167030284 5398978.142473312)
BRW,Wiley Post Will Rogers Mem.,4,mid,POINT(-17451760.842927106 11501923.229607187)
BUF,Greater Buffalo Int'l,4,major,POINT(-8764405.765343236 5301936.494910232)
BUQ,Bulawayo,4,mid,POINT(3186247.9186200458 -2274875.31003813)
BWN,Brunei Int'l,4,major,POINT(12794296.285614245 551212.6610358991)
CAN,Guangzhou Baiyun Int'l,4,major,POINT(12612221.85073016 2679148.220264759)
CCP,Carriel Sur Int'l,4,mid,POINT(-8133236.455642944 -4407981.701992263)
CCU,Netaji Subhash Chandra Bose Int'l,4,major,POINT(9845095.878525952 2589190.441204464)
CGP,Chittagong,4,mid,POINT(10220766.844263365 2541033.9946976844)
CHC,Christchurch Int'l,4,major,POINT(19206917.506066456 -5386632.063747829)
CKY,Conakry,4,mid,POINT(-1516290.089455364 1070787.8551788528)
CLE,Hopkins Int'l,4,major,POINT(-9110213.535620524 5073182.834634756)
CLO,Alfonso Bonilla Aragón Int'l,4,mid,POINT(-8503147.260560917 394688.4893136592)
COO,Cotonou Cadjehon,4,mid,POINT(265363.4102164551 709253.9879953585)
COR,Ingeniero Ambrosio L.V. Taravella Int'l,4,mid,POINT(-7148082.293848249 -3673814.5723595982)
CTG,Rafael Nunez,4,mid,POINT(-8405994.675909493 1169219.3223426025)
CUN,Cancún,4,major,POINT(-9670815.8913069 2396672.2574249594)
CUU,General R F Villalobos Int'l,4,mid,POINT(-11796437.906151637 3338025.3503014464)
DAC,Zia Int'l Dhaka,4,mid,POINT(10063830.122687222 2734912.287256658)
DUR,Louis Botha,4,mid,POINT(3444860.4784031203 -3499169.190276895)
FBM,Lubumbashi Luano Int'l,4,mid,POINT(3064536.525946187 -1299173.7321592586)
FEZ,Saiss,4,mid,POINT(-554609.9977210398 4019477.066397836)
FIH,Kinshasa N Djili Int'l,4,mid,POINT(1719498.3187440601 -489078.6235351551)
FNA,Freetown Lungi,4,mid,POINT(-1469442.8461813862 962699.2713895586)
FNJ,Sunan,4,mid,POINT(13990112.802587004 4750385.930860793)
FRU,Vasilyevka,4,major,POINT(8289828.933824627 5320416.129324652)
GBE,Sir Seretse Khama Int'l,4,mid,POINT(2885888.8727273894 -2821560.5498353736)
GDL,Don Miguel Hidalgo Int'l,4,major,POINT(-11499388.694471747 2335291.916174427)
GLA,Glasgow Int'l,4,major,POINT(-493332.13497472147 7531425.677465869)
GUA,La Aurora,4,mid,POINT(-10077773.662741432 1641782.3913222759)
GYE,Simon Bolivar Int'l,4,mid,POINT(-8892981.234559957 -240321.9210915182)
HAN,Noi Bai,4,major,POINT(11778020.624519257 2417481.0019598627)
HAV,José Martí Int'l,4,major,POINT(-9173552.10200181 2631698.5715378257)
HBE,Borg El Arab Int'l,4,mid,POINT(3305372.4611101435 3622152.6313410117)
JED,King Abdul Aziz Int'l,4,major,POINT(4358213.688462168 2472032.7516484386)
KAN,Kano Mallam Aminu Int'l,4,mid,POINT(948679.9717885901 1350910.618957436)
KHG,Kashi,4,mid,POINT(8461730.10186632 4799026.553333653)
KIN,Norman Manley Int'l,4,major,POINT(-8546964.648042452 2030243.1181430449)
KTM,Tribhuvan Int'l,4,mid,POINT(9501913.308235684 3211238.4485011543)
LAD,Luanda 4 de Fevereiro,4,mid,POINT(1473290.7236730263 -988928.4553551358)
LED,Pulkovo 2,4,major,POINT(3373770.677315162 8356540.564011781)
LHE,Allama Iqbal Int'l,4,mid,POINT(8283381.384422085 3700549.0056644054)
LLW,Kamuzu Int'l,4,mid,POINT(3760682.8136171373 -1549976.8890777947)
LOS,Lagos Murtala Muhammed,4,major,POINT(369705.8718163213 733902.6348314694)
LPB,El Alto Int'l,4,mid,POINT(-7589540.858655074 -1863845.88440594)
LUN,Lusaka Int'l,4,mid,POINT(3166543.5091625582 -1726897.713806871)
LXR,Luxor,4,mid,POINT(3640514.3787480188 2958640.933926492)
MAA,Chennai Int'l,4,major,POINT(8923790.721397618 1457736.4547069867)
MAR,La Chinita Int'l,4,mid,POINT(-7984253.421644532 1181766.0034481264)
MDE,José María Córdova,4,mid,POINT(-8396490.305061044 688284.7554102064)
MEM,Memphis Int'l,4,major,POINT(-10016709.013641983 4169917.9414620516)
MGA,Augusto Cesar Sandino Int'l,4,mid,POINT(-9592543.525229517 1362173.336649747)
MHD,Mashhad,4,major,POINT(6639338.705659545 4331977.286739136)
MIA,Miami Int'l,4,major,POINT(-8936614.265272027 2973705.5605749027)
MID,Lic M Crecencio Rejon Int'l,4,mid,POINT(-9981242.127203269 2383993.8907446656)
MLA,Luqa,4,major,POINT(1613605.4581007103 4279854.343021202)
MBA,Moi Int'l,4,major,POINT(4408548.300038625 -449283.9321265271)
MSU,Moshoeshoe I Int'l,4,mid,POINT(3067877.8954956117 -3433759.170427422)
MSY,New Orleans Int'l,4,major,POINT(-10047329.210982308 3501636.5492488067)
MVD,Carrasco Int'l,4,major,POINT(-6236856.606664128 -4142301.2089914605)
MZT,General Rafael Buelna Int'l,4,mid,POINT(-11829924.136495678 2652178.0890191356)
NAS,Nassau Int'l,4,major,POINT(-8623347.347921519 2881726.410002533)
NDJ,Ndjamena,4,mid,POINT(1673470.874236594 1360454.4521161444)
NIM,Niamey,4,mid,POINT(242376.6744629448 1514253.6866089322)
CEB,Mactan-Cebu Int'l,4,major,POINT(13801294.122495249 1154613.0887848875)
NOV,Nova Lisboa,4,mid,POINT(1753255.46880754 -1437182.0224418598)
OMA,Eppley Airfield,4,mid,POINT(-10675474.133706558 5056650.0074564)
OME,Nome,4,mid,POINT(-18416879.31141433 9479752.238161596)
OUA,Ouagadougou,4,mid,POINT(-168516.04201913223 1385974.7608973612)
PAP,Mais Gate Int'l,4,mid,POINT(-8047784.48102509 2105042.584124078)
PBC,Puebla,4,mid,POINT(-10951139.486271285 2174229.474607877)
PDX,Portland Int'l,4,major,POINT(-13646961.267213944 5714722.187812213)
PER,Perth Int'l,4,major,POINT(12910191.665713944 -3755585.4761783686)
PLZ,H F Verwoerd,4,mid,POINT(2851090.0581930364 -4026665.5988787916)
PMC,El Tepual Int'l,4,mid,POINT(-8137274.89956818 -5076477.117562315)
PNH,Pochentong,4,major,POINT(11671295.08602542 1294838.2054215844)
POM,Port Moresby Int'l,4,major,POINT(16387481.484328216 -1055490.819211655)
PTY,Tocumen Int'l,4,major,POINT(-8837335.423871214 1013558.7581657403)
PUQ,Carlos Ibáñez de Campo Int'l,4,mid,POINT(-7886220.465965787 -6983935.755957038)
RDU,Durham Int'l,4,major,POINT(-8771016.456421759 4283467.088130306)
RGN,Mingaladon,4,major,POINT(10701609.591973055 1909321.845834955)
RIX,Riga,4,major,POINT(2669372.2722532493 7744193.62308274)
SAH,Sanaa Int'l,4,mid,POINT(4923065.16120369 1743876.971600611)
SDA,Baghdad Int'l,4,major,POINT(4923540.021769185 3930952.448150425)
SDQ,De Las Américas Int'l,4,major,POINT(-7756349.458504393 2087967.005676945)
SGN,Tan Son Nhat,4,major,POINT(11873809.566306261 1211281.1826867384)
SKG,Thessaloniki,4,major,POINT(2557725.0846379087 4942364.782177572)
SOF,Vrazhdebna,4,major,POINT(2605149.055067963 5264781.530419111)
STV,Surat,4,major,POINT(8097651.205896711 2406246.8115825886)
SUV,Nausori Int'l,4,mid,POINT(19877213.660566133 -2042921.722827706)
SYZ,Shiraz Int'l,4,major,POINT(5854266.559214414 3445299.4359969352)
TAM,Gen Francisco J Mina Int'l,4,mid,POINT(-10894817.831443883 2546298.6230297326)
TGU,Toncontin Int'l,4,mid,POINT(-9709198.226587674 1581099.3950811415)
THR,Mehrabad Int'l,4,major,POINT(5713006.099195896 4258237.6324800905)
TIA,Tirane Rinas,4,major,POINT(2194667.3682943927 5074616.749494774)
TIJ,General Abelardo L Rodriguez Int'l,4,major,POINT(-13021650.434262715 3835203.5362474006)
TLC,Jose Maria Morelos Y Pavon,4,mid,POINT(-11084153.994323695 2194851.812577192)
TLL,Ulemiste,4,major,POINT(2760608.141526787 8270958.623677219)
TLV,Ben Gurion,4,major,POINT(3881805.256411502 3763408.663236236)
TMS,São Tomé Salazar,4,mid,POINT(747267.9190398284 41716.632476319064)
TNR,Antananarivo Ivato,4,mid,POINT(5284932.232617036 -2131325.033802293)
TPA,Tampa Int'l,4,major,POINT(-9187734.608451089 3246457.5340377474)
VLN,Zim Valencia,4,mid,POINT(-7561082.719277231 1136302.428570875)
VOG,Gumrak,4,mid,POINT(4937550.184505996 6239586.890587481)
VTE,Vientiane,4,mid,POINT(11417844.047511633 2034676.3332973232)
VVI,Viru Viru Int'l,4,mid,POINT(-7028755.9321344495 -1996382.161586104)
WLG,Wellington Int'l,4,major,POINT(19459945.56238444 -5060989.272103053)
YPR,Prince Rupert,4,mid,POINT(-14521136.321069665 7225652.708574609)
YQG,Windsor,4,mid,POINT(-9235074.723264633 5200890.330909885)
YQR,Regina,4,mid,POINT(-11650189.618887361 6521642.58581496)
YVR,Vancouver Int'l,4,major,POINT(-13712431.390338305 6307768.359333472)
YWG,Winnipeg Int'l,4,major,POINT(-10823234.470095292 6429551.143631333)
YXE,John G Diefenbaker Int'l,4,mid,POINT(-11876696.72926981 6830948.321270529)
YXY,Whitehorse Int'l,4,mid,POINT(-15036614.925437473 8560481.626639808)
YYC,Calgary Int'l,4,major,POINT(-12691597.53994198 6644473.5798023585)
YYG,Charlottetown,4,mid,POINT(-7027736.836872493 5826269.873133451)
YYQ,Churchill,4,mid,POINT(-10473089.528120976 8126488.101793833)
YYT,St John's Int'l,4,mid,POINT(-5871361.054995282 6042731.093369723)
YZF,Yellowknife,4,mid,POINT(-12739162.781496543 8971635.068532733)
ZAG,Zagreb,4,major,POINT(1787959.5376854797 5737717.133504335)
ZNZ,Zanzibar,4,mid,POINT(4366210.024200951 -693611.1847225152)
REK,Reykjavik Air Terminal,4,mid,POINT(-2443088.1663828716 9383331.11811138)
ARH,Arkhangelsk-Talagi,4,mid,POINT(4532189.008602291 9502944.831155792)
KZN,Kazan Int'l,4,major,POINT(5487877.883761077 7480783.907934758)
ORY,Paris Orly,4,major,POINT(263535.4390255202 6229391.517204392)
YQB,Québec,4,major,POINT(-7946422.523706657 5908118.849419109)
YUL,Montréal-Trudeau,4,major,POINT(-8209736.33297653 5693970.45509647)
NRT,Narita Int'l,4,major,POINT(15627520.11358417 4268204.230262293)
NGO,Chubu Centrair Int'l,4,major,POINT(15230150.672647433 4144740.3065854395)
OKD,Okadama,4,mid,POINT(15738583.429385802 5328829.038063646)
BGO,Bergen Flesland,4,major,POINT(581895.1550787452 8464377.255090103)
TOS,Tromsø Langnes,4,major,POINT(2104746.825914806 10965250.808064152)
BEL,Val de Caes Int'l,4,mid,POINT(-5396719.96529551 -154721.0211878832)
CGR,Campo Grande Int'l,4,mid,POINT(-6085719.662636482 -2327280.4482070403)
CWB,Afonso Pena Int'l,4,mid,POINT(-5473992.287078164 -2941725.146308365)
FOR,Pinto Martins Int'l,4,mid,POINT(-4290336.3586437125 -420936.50489259965)
GRU,São Paulo-Guarulhos Int'l,4,major,POINT(-5174325.1429146975 -2683632.0960700875)
GYN,Santa Genoveva,4,mid,POINT(-5479885.220794013 -1878071.977261713)
POA,Salgado Filho Int'l,4,mid,POINT(-5697002.13872884 -3502289.309565192)
REC,Gilberto Freyre Int'l,4,mid,POINT(-3887083.6703741536 -908262.6386146299)
SSA,Deputado Luis Eduardo Magalhaes Int'l,4,mid,POINT(-4267410.303359899 -1449949.9581741774)
MDZ,El Plumerillo,4,mid,POINT(-7658612.188356534 -3872469.558067387)
MAO,Eduardo Gomes Int'l,4,mid,POINT(-6684297.334286057 -337693.8319007795)
NSI,Yaoundé Nsimalen Int'l,4,mid,POINT(1285516.8273129629 413824.7139555897)
PVG,Shanghai Pudong Int'l,4,major,POINT(13558883.0462749 3652545.2074926775)
ADJ,Marka Int'l,4,mid,POINT(4005732.2715503518 3759924.3739497215)
MLE,Male Int'l,4,major,POINT(8185031.645738038 466699.95605840435)
VER,Gen. Heriberto Jara Int'l,4,mid,POINT(-10707106.058942689 2171711.1956018056)
OXB,Osvaldo Vieira Int'l,4,mid,POINT(-1742282.0070356948 1333069.743587473)
DVO,Francisco Bangoy Int'l,4,major,POINT(13986744.835649133 795824.7667777662)
SEZ,Seychelles Int'l,4,mid,POINT(6179517.693399666 -520557.99872006755)
DKR,Léopold Sedar Senghor Int'l,4,major,POINT(-1947023.3020539244 1659902.3057268695)
PZU,Port Sudan New Int'l,4,mid,POINT(4145398.4204000095 2206112.046227745)
TAS,Tashkent Int'l,4,major,POINT(7710724.168742622 5051098.386031781)
CPH,Copenhagen,3,major,POINT(1408119.2975413958 7484813.53657096)
BBU,Aeroportul National Bucuresti-Baneasa,3,mid,POINT(2903849.641648274 5542685.465268317)
BUD,Ferihegy,3,major,POINT(2144261.6538210036 6013084.452825525)
CKG,Chongqing Jiangbei Int'l,3,major,POINT(11870890.052742634 3468127.1353697367)
CLT,Douglas Int'l,3,major,POINT(-9010636.818187172 4193876.9457937614)
DTW,Detroit Metro,3,major,POINT(-9278245.06384242 5194851.4716006685)
DUB,Dublin,3,major,POINT(-695066.0887943477 7062376.814087123)
FAI,Fairbanks Int'l,3,major,POINT(-16460336.780947097 9560620.05078907)
HAM,Hamburg,3,major,POINT(1113823.6215953932 7100767.499507231)
KUL,Kuala Lumpur Int'l,3,major,POINT(11322738.032386623 305969.0287561493)
LAS,Mccarran Int'l,3,major,POINT(-12818586.746428112 4312318.07591977)
MCO,Orlando Int'l,3,major,POINT(-9051095.174284099 3303441.5793951172)
MSP,Minneapolis St. Paul Int'l,3,major,POINT(-10375878.27120046 5602968.032960929)
MUC,Franz-Josef-Strauss,3,major,POINT(1312241.1393453805 6165923.947863139)
PHL,Philadelphia Int'l,3,major,POINT(-8376010.861425873 4847951.919079063)
PHX,Sky Harbor Int'l,3,major,POINT(-12469300.843246758 3953301.1263070833)
SLC,Salt Lake City Int'l,3,major,POINT(-12465777.534860881 4980934.952813189)
STL,Lambert St Louis Int'l,3,major,POINT(-10059492.043891825 4684884.61245935)
WAW,Okecie Int'l,3,major,POINT(2334673.2165327673 6831108.554968304)
ZRH,Zurich Int'l,3,major,POINT(953141.1684417519 6016230.716705278)
CRL,Gosselies,3,mid,POINT(495858.6042741584 6525822.268641248)
MUCf,Munich Freight Terminal,3,major,POINT(1310172.8388047176 6165247.042460089)
BCN,Barcelona,3,major,POINT(231322.27476789098 5057160.357546904)
PRG,Ruzyn,3,major,POINT(1588249.1634762501 6464940.042104144)
HKG,Hong Kong Int'l,2,major,POINT(12683188.007765977 2549427.0516792163)
TPE,Taoyuan,2,major,POINT(13495414.427034626 2885173.4874935)
AMS,Schiphol,2,major,POINT(530368.0140539851 6856178.306602677)
SIN,Singapore Changi,2,major,POINT(11575714.642650735 150981.23199442241)
LHR,London Heathrow,2,major,POINT(-50445.167757272204 6705034.149615074)
AKL,Auckland Int'l,2,major,POINT(19457725.202241894 -4439992.645248473)
ANC,Anchorage Int'l,2,major,POINT(-16695889.266499205 8665630.66786446)
ATL,Hartsfield-Jackson Atlanta Int'l,2,major,POINT(-9398192.25232862 3980635.393529892)
PEK,Beijing Capital,2,major,POINT(12978536.162716437 4877394.999286327)
BOG,Eldorado Int'l,2,major,POINT(-8253602.394483802 523658.9916146796)
BOM,Chhatrapati Shivaji Int'l,2,major,POINT(8112359.3506964175 2166135.8344901367)
BOS,Gen E L Logan Int'l,2,major,POINT(-7905510.222605432 5216048.369740364)
BWI,Baltimore-Washington Int'l Thurgood Marshall,2,major,POINT(-8534714.280230813 4747400.94881119)
CAI,Cairo Int'l,2,major,POINT(3495403.4025467657 3517953.30796221)
CAS,Casablanca-Anfa,2,mid,POINT(-853065.6155118733 3970245.1886197724)
CCS,Simón Bolivar Int'l,2,mid,POINT(-7459045.837487549 1186476.4148235403)
CPT,Cape Town Int'l,2,major,POINT(2070281.6524537024 -4024834.418162735)
CTU,Chengdushuang Liu,2,major,POINT(11572344.177978337 3578461.952264905)
DEL,Indira Gandhi Int'l,2,major,POINT(8581378.678432528 3319661.314917636)
DEN,Denver Int'l,2,major,POINT(-11652233.819124809 4844090.472465843)
DFW,Dallas-Ft. Worth Int'l,2,major,POINT(-10802484.69436073 3882058.107395093)
DMK,Don Muang Int'l,2,major,POINT(11199027.825192804 1565071.6743661466)
DXB,Dubai Int'l,2,major,POINT(6161987.655757107 2906798.64459153)
EWR,Newark Int'l,2,major,POINT(-8257362.26367059 4966794.150215097)
EZE,Ministro Pistarini Int'l,2,major,POINT(-6516781.661053119 -4138585.256335913)
FLL,Fort Lauderdale Hollywood Int'l,2,major,POINT(-8921729.404289588 3007965.195522777)
IAH,George Bush Intercontinental,2,major,POINT(-10612499.47280319 3501826.345595435)
IST,Atatürk Hava Limani,2,major,POINT(3208177.553946064 5009073.443849705)
JNB,OR Tambo Int'l,2,major,POINT(3142770.591123307 -3015450.744144327)
JNU,Juneau Int'l,2,mid,POINT(-14981774.819715252 8043101.512335137)
LAX,Los Angeles Int'l,2,major,POINT(-13180502.507488059 4021308.4533828353)
LIN,Linate,2,major,POINT(1033041.1227508297 5694294.632713835)
MEL,Melbourne Int'l,2,major,POINT(16124516.709420556 -4532903.928433404)
MEX,Lic Benito Juarez Int'l,2,major,POINT(-11029825.463622067 2206273.099845724)
MNL,Ninoy Aquino Int'l,2,major,POINT(13470117.254215317 1632429.0789827209)
NBO,Jomo Kenyatta Int'l,2,major,POINT(4110482.0770391775 -148127.1963503032)
HNL,Honolulu Int'l,2,major,POINT(-17579549.84908658 2431513.0220979755)
ORD,Chicago O'Hare Int'l,2,major,POINT(-9785554.79848144 5157464.265554985)
RUH,King Khalid Int'l,2,major,POINT(5198823.826006537 2870713.4354381226)
SCL,Arturo Merino Benitez Int'l,2,major,POINT(-7880717.078713118 -3948096.228258569)
SEA,Tacoma Int'l,2,major,POINT(-13614628.614807313 6014780.892744967)
SFO,San Francisco Int'l,2,major,POINT(-13623665.600257758 4525464.67765373)
SHA,Hongqiao,2,major,POINT(13507638.791596299 3657092.0385201345)
SVO,Sheremtyevo,2,major,POINT(4165126.6204954362 7551739.134614029)
YYZ,Toronto-Pearson Int'l,2,major,POINT(-8862302.66056038 5416201.950167791)
SYD,Kingsford Smith,2,major,POINT(16827729.63768122 -4020289.8753952323)
HEL,Helsinki Vantaa,2,major,POINT(2779448.185729562 8471040.888425522)
CDG,Charles de Gaulle Int'l,2,major,POINT(282959.42553019867 6277308.537046448)
TXL,Berlin-Tegel Int'l,2,major,POINT(1479470.4406631375 6901000.847325224)
VIE,Vienna Schwechat Int'l,2,major,POINT(1843536.256921738 6126801.191600173)
FRA,Frankfurt Int'l,2,major,POINT(954210.9569556866 6455056.850128017)
FCO,Leonardo da Vinci Int'l,2,major,POINT(1363674.994060762 5130332.471894705)
ITM,Osaka Int'l,2,major,POINT(15077387.377306195 4135406.3270045333)
GMP,Gimpo Int'l,2,major,POINT(14115577.804574551 4517074.614662222)
OSL,Oslo Gardermoen,2,major,POINT(1235546.524975006 8442962.64811417)
BSB,Juscelino Kubitschek Int'l,2,major,POINT(-5334517.775719667 -1789672.7465510531)
CGH,Congonhas Int'l,2,major,POINT(-5194068.981688568 -2708004.705806188)
GIG,Rio de Janeiro-Antonio Carlos Jobim Int'l,2,major,POINT(-4814387.792751178 -2609340.5039402605)
MAD,Madrid Barajas,2,major,POINT(-397302.229816427 4934204.428034675)
SJU,Luis Muñoz Marin,2,major,POINT(-7347557.271103147 2088888.9944195782)
ARN,Arlanda,2,major,POINT(1996039.722208033 8322469.9470024165)
CGK,Soekarno-Hatta Int'l,2,major,POINT(11872701.938463464 -683313.7212381957)
ATH,Eleftherios Venizelos Int'l,2,major,POINT(2665780.7652553665 4570421.605041616)
